,State Name,District,Rural/Urban_rur,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Rural/Urban_urb,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
188,Uttar Pradesh,Azamgarh,Rural,891024.0,430364.59199999995,80192.16,149692.032,Urban,80434.0,30082.316,3860.832,51960.363999999994
189,Uttar Pradesh,Mau,Rural,352207.0,166241.70400000003,35572.907,61988.43200000001,Urban,99321.0,43800.561,6753.828,63068.835
190,Uttar Pradesh,Ballia,Rural,564927.0,269470.17900000006,72310.656,125413.79400000001,Urban,64454.0,23267.894,5994.222,39316.939999999995
191,Uttar Pradesh,Jaunpur,Rural,926087.9999999999,426926.56799999997,66678.336,142617.552,Urban,80582.0,35858.990000000005,3545.6080000000006,57857.876000000004
192,Uttar Pradesh,Ghazipur,Rural,700173.0,358488.576,72817.992,130232.178,Urban,61466.99999999999,23603.327999999998,4487.090999999999,40260.884999999995
193,Uttar Pradesh,Chandauli,Rural,344937.0,169019.13,23455.716,64848.156,Urban,50822.0,18702.496,2337.812,35168.824
194,Uttar Pradesh,Varanasi,Rural,438935.00000000006,208933.06000000003,29408.645000000004,118951.38500000001,Urban,316129.0,113174.18199999999,11064.515,281354.81
195,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),Rural,293510.0,140004.27,18197.62,36982.259999999995,Urban,45997.0,20238.68,2621.829,25574.332000000002
196,Uttar Pradesh,Mirzapur,Rural,465152.00000000006,240018.43200000003,22327.296000000002,89309.18400000001,Urban,77963.0,31730.941000000003,2728.705,53404.655
197,Uttar Pradesh,Sonbhadra,Rural,337048.0,188072.78399999999,6066.8640000000005,46175.576,Urban,91040.0,31317.76,4278.88,64365.28
198,Uttar Pradesh,Etah,Rural,334246.0,189183.236,23397.22,30750.631999999998,Urban,67752.0,29404.368,2100.312,53049.816
199,Uttar Pradesh,Kanshiram Nagar,Rural,271234.0,166808.91,24139.826,30378.208,Urban,72490.0,36317.49,3189.56,55744.810000000005
200,Bihar,Pashchim Champaran,Rural,839514.0,531412.362,41136.186,96544.10999999999,Urban,96620.0,50145.78,7149.880000000001,52078.18
201,Bihar,Purba Champaran,Rural,1142260.0,639665.6,63966.56,177050.30000000002,Urban,101565.0,43571.384999999995,5789.205,54845.1
202,Bihar,Sheohar,Rural,158484.0,94456.46399999999,5388.455999999999,31379.832,Urban,7516.0,3382.2,601.28,2773.4039999999995
203,Bihar,Sitamarhi,Rural,807294.0,473881.578,50052.227999999996,150963.97799999997,Urban,49670.0,20762.059999999998,3228.5499999999997,30050.35
204,Bihar,Madhubani,Rural,1047552.0,532156.416,49234.944,181226.496,Urban,41234.0,17606.918,2927.6139999999996,22884.87
205,Bihar,Supaul,Rural,572287.0,355390.227,28042.063000000002,52078.117,Urban,27814.999999999996,14408.169999999998,2169.5699999999997,13017.419999999998
206,Bihar,Araria,Rural,659061.0,424435.28400000004,24385.257,44157.087,Urban,44213.0,21443.305,2829.632,24007.659
207,Bihar,Kishanganj,Rural,401793.0,249915.246,14062.755,24911.166,Urban,43357.0,20117.647999999997,3425.203,22502.283
208,Bihar,Purnia,Rural,712847.0,464063.397,36355.197,61304.842,Urban,85749.0,39530.289000000004,8317.653,50677.659
209,Bihar,Katihar,Rural,668232.0,414303.83999999997,33411.6,84865.46399999999,Urban,69838.0,29541.474,4958.498,47839.03
210,Bihar,Madhepura,Rural,486278.0,311217.92,30149.236,54949.414,Urban,24000.0,11016.0,2088.0,12312.0
211,Bihar,Saharsa,Rural,432651.0,278194.593,28554.966,54081.375,Urban,38046.0,16397.826,2815.404,25719.095999999998
212,Bihar,Darbhanga,Rural,907174.0,478987.872,73481.094,189599.36599999998,Urban,95539.0,38215.6,8598.51,64011.13
213,Bihar,Muzaffarpur,Rural,998694.0,603211.176,83890.296,218713.986,Urban,120700.0,43693.4,8207.6,93059.7
214,Bihar,Gopalganj,Rural,515925.0,273956.175,41274.0,93382.425,Urban,38133.0,15100.668,2326.113,19371.564
215,Bihar,Siwan,Rural,632514.0,294751.52400000003,51866.148,127767.82800000001,Urban,41858.0,14399.151999999998,2553.3379999999997,29886.612
216,Bihar,Saran,Rural,701323.0,360480.02199999994,61015.10099999999,124835.49399999999,Urban,76299.0,31664.085,6027.621,45016.41
217,Bihar,Vaishali,Rural,699317.0,397911.373,86015.99100000001,174829.25,Urban,51494.00000000001,22966.324000000004,5458.3640000000005,31926.280000000002
218,Bihar,Samastipur,Rural,1012979.0000000001,599683.5680000001,98258.963,172206.43000000002,Urban,43486.0,16785.596,2826.59,30527.172000000002
219,Bihar,Begusarai,Rural,594377.0,339389.26700000005,68947.732,151566.135,Urban,139248.0,60572.88,13646.304000000002,80346.096
220,Bihar,Khagaria,Rural,373696.0,219733.248,33258.944,81092.03199999999,Urban,21007.0,9936.311,1512.504,13927.641
221,Bihar,Bhagalpur,Rural,522527.00000000006,307245.876,45982.37600000001,131154.27700000003,Urban,130633.99999999999,55911.35199999999,10058.818,93664.578
222,Bihar,Banka,Rural,425604.0,257490.41999999998,28941.072,47242.044,Urban,18492.0,8672.748,943.0919999999999,8284.416
223,Bihar,Munger,Rural,222281.0,130256.666,17560.199,58015.341,Urban,85782.0,33626.544,5747.394,63650.244000000006
224,Bihar,Lakhisarai,Rural,175882.0,103594.49799999999,13542.914,47136.376,Urban,31763.0,16612.049,2668.092,19566.008
225,Bihar,Sheikhpura,Rural,108293.0,64975.8,10179.542000000001,26315.199,Urban,24345.0,10882.215,1801.53,12708.09
226,Bihar,Nalanda,Rural,514141.0,306428.036,48843.395,117224.148,Urban,102522.0,42854.195999999996,7279.062,75456.192
227,Bihar,Patna,Rural,657991.0,384266.744,59877.181,181605.516,Urban,552103.0,171151.93,28709.356,477569.095
228,Bihar,Bhojpur,Rural,434559.0,251175.10199999998,37806.633,89084.595,Urban,77368.0,31798.248,6344.1759999999995,53074.44799999999
229,Bihar,Buxar,Rural,299252.0,169975.136,31421.46,59850.4,Urban,35405.0,14020.380000000001,3115.6400000000003,23792.160000000003
230,Bihar,Kaimur (Bhabua),Rural,325143.0,196061.229,21134.295,47145.735,Urban,15299.0,5125.165,703.754,10739.898000000001
231,Bihar,Rohtas,Rural,512383.0,295644.99100000004,32792.512,108112.81300000001,Urban,95678.0,39993.403999999995,5645.002,65443.752
232,Bihar,Aurangabad,Rural,428291.0,247552.19799999997,28267.206,73666.052,Urban,49006.0,20141.466,2646.324,33324.08
233,Bihar,Gaya,Rural,696289.0,437269.492,55006.831000000006,114887.68500000001,Urban,111282.0,40061.52,5230.254,86577.396
234,Bihar,Nawada,Rural,379551.0,236460.27300000002,39093.753000000004,65662.323,Urban,45323.0,17993.231000000003,2900.6720000000005,31408.839
235,Bihar,Jamui,Rural,325909.0,209233.578,26072.72,38783.171,Urban,30851.0,15086.139,2622.335,15086.139
236,Bihar,Jehanabad,Rural,186660.0,114235.92,16986.059999999998,41625.18,Urban,28132.0,11027.744,1941.108,19045.364
237,Bihar,Arwal,Rural,134334.0,83152.746,10478.052,30225.149999999998,Urban,9960.0,5149.32,607.56,3884.3999999999996
238,Sikkim,North  District,Rural,11543.0,5228.979,427.09100000000007,8657.25,Urban,2066.0,419.398,37.188,2010.2179999999998
239,Sikkim,West District,Rural,32091.000000000004,16558.956000000002,2535.1890000000003,26988.531,Urban,1886.0,290.444,124.47599999999998,1684.1979999999999
240,Sikkim,South District,Rural,31135.000000000004,14104.155,1836.9650000000001,26433.615000000005,Urban,8163.0,1248.939,73.467,7991.577
241,Sikkim,East District,Rural,40626.0,16900.416,3046.95,34857.108,Urban,41512.0,7638.208,705.704,39394.888000000006
242,Arunachal Pradesh,Tawang,Rural,10730.0,5032.37,439.92999999999995,7446.620000000001,Urban,2452.0,613.0,14.712,2390.7
243,Arunachal Pradesh,West Kameng,Rural,17889.0,8640.386999999999,447.22499999999997,6958.820999999999,Urban,,,,
244,Arunachal Pradesh,East Kameng,Rural,14503.0,8440.746000000001,377.07800000000003,3190.66,Urban,5215.0,2466.6949999999997,130.375,3337.6
245,Arunachal Pradesh,Papum Pare,Rural,20308.0,8996.444,812.32,11128.784,Urban,30180.0,9476.52,1056.3,27675.06
246,Arunachal Pradesh,Upper Subansiri,Rural,14541.999999999998,9146.918,363.54999999999995,5002.447999999999,Urban,4672.0,1798.72,56.064,3975.872
247,Arunachal Pradesh,West Siang,Rural,22272.0,9176.064,178.17600000000002,15835.391999999998,Urban,8503.0,2550.9,178.56300000000002,8128.8679999999995
248,Arunachal Pradesh,East Siang,Rural,19497.0,5459.16,292.455,9241.578,Urban,9524.0,5371.535999999999,409.532,8638.268
249,Arunachal Pradesh,Upper Siang,Rural,8569.0,2502.1479999999997,34.276,4824.347,Urban,2182.0,1036.45,24.002000000000002,1749.9640000000002
250,Arunachal Pradesh,Changlang,Rural,33422.0,16644.156,568.174,21824.566000000003,Urban,6498.0,2488.734,51.98400000000001,5932.674
251,Arunachal Pradesh,Tirap,Rural,18420.0,7975.859999999999,184.2,15767.519999999999,Urban,6500.0,3068.0,97.5,5973.5
252,Arunachal Pradesh,Lower Subansiri,Rural,18112.0,7281.024,271.68,12334.271999999999,Urban,5365.0,1314.425,37.555,5284.525
253,Arunachal Pradesh,Kurung Kumey,Rural,18603.0,8315.541000000001,2325.375,4371.705,Urban,1092.0,542.724,55.69199999999999,880.1519999999999
254,Arunachal Pradesh,Dibang Valley,Rural,2055.0,1021.3350000000002,147.96,1329.585,Urban,1175.0,573.4,65.8,965.85
255,Arunachal Pradesh,Lower Dibang Valley,Rural,12000.0,6324.0,384.0,5760.0,Urban,3950.0,1275.85,146.15,3499.7
256,Arunachal Pradesh,Lohit,Rural,33599.0,18177.059,2015.94,16631.505,Urban,11372.0,5310.724,409.392,10143.824
257,Arunachal Pradesh,Anjaw,Rural,6025.0,3181.2,361.5,1668.925,Urban,428.0,292.324,0.0,274.776
258,Nagaland,Mon,Rural,43607.0,27908.48,610.4979999999999,27341.589,Urban,7415.000000000001,3611.1050000000005,415.24,6984.930000000001
259,Nagaland,Mokokchung,Rural,37536.0,12799.776000000002,187.68,36147.168,Urban,17742.0,5854.86,124.19399999999999,17475.87
260,Nagaland,Zunheboto,Rural,31267.0,13820.014000000001,531.539,22418.439000000002,Urban,6044.0,2181.884,12.088000000000001,5705.536
261,Nagaland,Wokha,Rural,38499.0,19865.484,384.99,22906.905,Urban,8170.0,1772.89,16.34,7900.39
262,Nagaland,Dimapur,Rural,49116.0,21954.852000000003,1571.7120000000002,44990.256,Urban,62853.0,21747.138,1319.913,60841.704
263,Nagaland,Phek,Rural,38903.0,21163.231999999996,933.6719999999999,29332.862,Urban,7295.0,2837.755,29.180000000000003,6828.12
264,Nagaland,Tuensang,Rural,40690.0,22379.5,1383.4599999999998,20263.62,Urban,9451.0,5094.089,292.98100000000005,8392.488
265,Nagaland,Longleng,Rural,12686.0,8385.446,279.09200000000004,8753.34,Urban,2451.0,1561.2870000000003,137.256,1855.4070000000002
266,Nagaland,Kiphire,Rural,16032.0,9170.304,160.32,5867.7119999999995,Urban,4290.0,1192.62,17.16,4088.37
267,Nagaland,Kohima,Rural,31845.0,10699.92,191.07,16623.09,Urban,44255.0,14117.345,840.845,40714.6
268,Nagaland,Peren,Rural,20204.0,10708.119999999999,181.83599999999998,15577.283999999998,Urban,4072.9999999999995,2488.603,85.533,3783.817
269,Manipur,Senapati,Rural,38008.0,22690.776,836.176,27555.8,Urban,1826.0000000000002,1157.684,32.868,1782.1760000000002
270,Manipur,Tamenglong,Rural,23982.0,13573.812,2014.488,15924.048,Urban,4119.0,2253.093,428.376,3983.073
271,Manipur,Churachandpur,Rural,52972.0,28392.992000000002,1218.356,43595.956,Urban,4853.0,2547.8250000000003,111.619,4794.764
272,Manipur,Bishnupur,Rural,34977.0,12137.019,2063.643,31864.046999999995,Urban,21172.0,6372.772,868.0519999999999,19986.368000000002
273,Manipur,Thoubal,Rural,65961.0,22096.935,3627.855,60486.237,Urban,38302.0,10264.936,1991.704,36042.18199999999
274,Manipur,Imphal West,Rural,51055.0,16899.205,2705.915,46970.6,Urban,85746.0,26152.530000000002,3772.8240000000005,82916.38200000001
275,Manipur,Imphal East,Rural,64421.0,23449.244,2963.366,58558.689000000006,Urban,46520.0,14653.8,1488.64,44426.6
276,Manipur,Ukhrul,Rural,36084.0,25403.136,1876.368,29011.536,Urban,5806.0,3274.584,243.85200000000003,5579.566
277,Manipur,Chandel,Rural,30377.0,17740.167999999998,1245.4569999999999,23420.666999999998,Urban,3783.0,1539.681,590.1479999999999,3665.727
278,Mizoram,Mamit,Rural,16726.0,8312.822,986.8340000000001,13899.305999999999,Urban,4129.0,883.6059999999999,41.29,4075.323
279,Mizoram,Kolasib,Rural,9669.0,4554.099,212.71800000000002,9253.233,Urban,12507.0,4815.195,300.16799999999995,12081.761999999999
280,Mizoram,Aizawl,Rural,20570.0,7117.22,349.69,20035.18,Urban,80341.0,13336.606,562.387,79778.613
281,Mizoram,Champhai,Rural,18395.0,8866.39,882.9599999999999,17456.855,Urban,12717.0,5646.348,190.755,12386.358
282,Mizoram,Serchhip,Rural,7472.0,3885.44,463.264,7203.008000000001,Urban,8018.000000000001,3736.3880000000004,769.7280000000001,7969.892000000001
283,Mizoram,Lunglei,Rural,21479.0,10696.542,837.6809999999999,17290.595,Urban,17315.0,4640.42,138.52,16830.18
284,Mizoram,Lawngtlai,Rural,21993.0,10930.521,1143.636,13305.765000000001,Urban,5273.0,1824.4579999999999,84.368,5183.3589999999995
285,Mizoram,Saiha,Rural,7043.000000000001,2281.9320000000002,366.23600000000005,6127.410000000001,Urban,5784.0,1660.008,133.032,5645.184
286,Tripura,West Tripura,Rural,289621.0,119903.094,11584.84,246757.092,Urban,217016.0,69879.152,7812.576,212892.69599999997
287,Tripura,South Tripura,Rural,219171.0,94024.359,9862.695,181035.24599999998,Urban,44906.0,12304.243999999999,1616.616,44007.88
288,Tripura,Dhalai,Rural,89457.0,42492.075000000004,6440.904,59399.44800000001,Urban,14071.0,5628.400000000001,1266.39,13564.444000000001
289,Tripura,North Tripura,Rural,150437.0,72811.50799999999,12486.271,122606.15499999998,Urban,42184.0,14511.295999999998,2995.064,40918.479999999996
290,Meghalaya,West Garo Hills,Rural,139351.0,68281.99,7664.305,78454.613,Urban,18594.0,6340.554,1171.422,17459.766
291,Meghalaya,East Garo Hills,Rural,62698.0,30659.322,2257.128,49719.514,Urban,11518.0,4872.114,138.216,11137.906
292,Meghalaya,South Garo Hills,Rural,35930.0,18396.16,1437.2,22779.62,Urban,3713.0000000000005,1555.747,100.25100000000002,3245.1620000000003
293,Meghalaya,West Khasi Hills,Rural,74832.0,41980.752,6884.544,30531.456,Urban,12299.0,5755.932,565.7539999999999,11130.595
294,Meghalaya,Ribhoi,Rural,57988.0,31255.532,3421.2920000000004,37170.308,Urban,5736.0,1955.976,177.816,5242.704000000001
295,Meghalaya,East Khasi Hills,Rural,106248.0,56205.192,9881.064,47067.864,Urban,108843.0,25578.105000000003,2285.7030000000004,105468.86700000001
296,Meghalaya,Jaintia Hills,Rural,76546.0,35517.344,6429.8640000000005,33374.056000000004,Urban,7170.999999999999,1003.9399999999999,150.59099999999998,6891.330999999999
297,Assam,Kokrajhar,Rural,204896.0,112692.8,26636.48,51019.104,Urban,17115.0,4244.52,804.4050000000001,15420.615
298,Assam,Dhubri,Rural,460602.00000000006,295706.48400000005,81065.95200000002,179634.78000000003,Urban,60416.99999999999,24045.965999999997,7370.873999999999,48394.01699999999
299,Assam,Goalpara,Rural,228610.0,138080.44,28804.859999999997,141966.81,Urban,39504.0,18329.856,3160.32,33578.4
300,Assam,Barpeta,Rural,447189.00000000006,282623.44800000003,84071.532,312137.922,Urban,52191.99999999999,17640.895999999997,3862.208,48434.17599999999
301,Assam,Morigaon,Rural,232206.0,145128.75,34366.488,132821.832,Urban,25275.0,10817.699999999999,2325.2999999999997,22823.325
302,Assam,Nagaon,Rural,674999.0,400274.40699999995,93149.86200000001,485999.27999999997,Urban,124185.99999999999,54269.282,7326.974,118225.072
303,Assam,Sonitpur,Rural,483325.0,280811.825,49299.149999999994,265828.75,Urban,64528.0,20778.016,2903.7599999999998,61301.6
304,Assam,Lakhimpur,Rural,293239.0,190018.87199999997,28444.182999999997,157469.343,Urban,34694.0,13079.638,1908.17,32855.218
305,Assam,Dhemaji,Rural,211758.0,140183.796,21175.8,85338.47399999999,Urban,16504.0,7971.431999999999,1188.288,15777.823999999999
306,Assam,Tinsukia,Rural,290704.0,162794.24,14535.2,224714.19199999998,Urban,90910.0,33727.61,4545.5,85909.95
307,Assam,Dibrugarh,Rural,299852.0,162519.784,17091.564000000002,222490.184,Urban,77163.0,22917.411,3163.6829999999995,74385.132
308,Assam,Sivasagar,Rural,360182.0,217189.746,21971.102,258970.85800000004,Urban,45047.0,16397.108,1756.833,41983.804000000004
309,Assam,Jorhat,Rural,286330.0,174374.97,23192.73,168648.37,Urban,80824.0,28530.872,3232.96,76136.208
310,Assam,Golaghat,Rural,292893.0,187451.52,23138.547,190673.34299999996,Urban,34190.0,13231.53,1435.98,33403.63
311,Assam,Karbi Anglong,Rural,215691.0,140414.841,9274.713,104610.135,Urban,37185.0,19336.2,1338.66,35139.825000000004
312,Assam,Dima Hasao,Rural,37610.0,23468.64,1692.45,21475.31,Urban,21309.0,9631.668000000001,703.197,20584.494
313,Assam,Cachar,Rural,346227.0,197003.163,42239.693999999996,268672.152,Urban,88933.0,33083.076,5424.913,85197.814
314,Assam,Karimganj,Rural,261944.99999999997,150880.32,39029.805,219247.965,Urban,32695.0,11802.895,2844.4649999999997,31844.93
315,Assam,Hailakandi,Rural,159215.0,94732.925,26748.120000000003,130397.08500000002,Urban,16202.000000000002,4941.610000000001,1231.352,15894.162
316,Assam,Bongaigaon,Rural,181923.0,116976.489,22740.375,89506.11600000001,Urban,38470.0,11156.3,1654.2099999999998,35238.52
317,Assam,Chirang,Rural,129018.0,74185.35,14062.962000000001,30964.32,Urban,11613.0,4587.135,1718.724,9859.437
318,Assam,Kamrup,Rural,390596.0,230842.236,48043.308000000005,222639.72,Urban,43849.0,19775.899,3727.165,34509.163
319,Assam,Kamrup Metropolitan,Rural,61334.0,32139.016,6194.734,39683.098000000005,Urban,366858.0,100152.234,14307.462,355852.26
320,Assam,Nalbari,Rural,210706.0,128530.66,20017.07,134219.722,Urban,28238.0,12227.053999999998,2400.23,25442.438
321,Assam,Baksa,Rural,291641.0,187525.16299999997,32663.791999999998,112865.067,Urban,3579.9999999999995,1904.56,268.5,3368.7799999999997
322,Assam,Darrang,Rural,268517.0,154665.79200000002,47796.026000000005,127814.092,Urban,20189.0,6945.016,1736.254,18533.501999999997
323,Assam,Udalguri,Rural,267790.0,160406.21,28653.53,111132.85,Urban,13835.0,4883.754999999999,996.12,12423.83
324,West Bengal,Darjiling,Rural,303284.0,164379.928,24262.72,158617.532,Urban,215675.0,68368.97499999999,11430.775,187637.25
325,West Bengal,Jalpaiguri,Rural,798378.0,461462.48399999994,127740.48,296198.238,Urban,319426.0,118826.47200000002,33539.73,262887.598
326,West Bengal,Koch Bihar,Rural,803407.0,463565.839,101229.28199999999,447497.699,Urban,97331.0,32995.208999999995,7689.149,87889.893
327,West Bengal,Uttar Dinajpur,Rural,683981.0,396024.999,84813.644,140900.086,Urban,94269.0,37707.600000000006,13763.274000000001,75980.814
328,West Bengal,Dakshin Dinajpur,Rural,390949.0,225186.62399999998,46522.931,107510.97499999999,Urban,70077.0,24036.410999999996,6517.161,64190.53199999999
329,West Bengal,Maldah,Rural,830318.0,489887.62,93825.93400000001,210900.772,Urban,128678.0,62408.83,10680.274000000001,95607.754
330,West Bengal,Murshidabad,Rural,1501066.0,842098.0260000001,255181.22,520869.90200000006,Urban,350899.0,170186.01499999998,40704.284,216855.58199999997
331,West Bengal,Birbhum,Rural,831044.0,432142.88,129642.864,155405.228,Urban,134565.0,50192.745,12514.545000000002,82892.04000000001
332,West Bengal,Barddhaman,Rural,1364868.0,707001.624,128297.592,629204.148,Urban,862368.0,329424.57600000006,54329.184,616593.12
333,West Bengal,Nadia,Rural,1081381.0,582864.3589999999,168695.436,771024.6529999999,Urban,468389.99999999994,192976.68,49649.34,437007.86999999994
334,West Bengal,North Twenty Four Parganas,Rural,1209337.0,559923.031,238239.389,954166.8930000002,Urban,1649803.0,551034.2019999999,89089.362,1550814.8199999998
335,West Bengal,Hugli,Rural,992085.0,451398.675,116073.94499999999,596243.0850000001,Urban,647953.0,218360.16100000002,34341.509,575382.264
336,West Bengal,Bankura,Rural,900515.0,471869.86,105360.25499999999,148584.975,Urban,90885.0,35263.38,8088.765,54894.54
337,West Bengal,Puruliya,Rural,653219.0,409568.31299999997,48338.206,39846.359,Urban,99433.0,43253.355,6662.011,50611.397
338,West Bengal,Haora,Rural,483384.0,195287.136,67190.376,290997.168,Urban,869312.9999999999,305998.176,56505.344999999994,725876.355
339,West Bengal,Kolkata,,,,,,Urban,1308106.0,404204.75399999996,35318.862,1241392.594
340,West Bengal,South Twenty Four Parganas,Rural,1568802.0,782832.198,254145.924,862841.1,Urban,611430.0,235400.55000000002,49525.83,508098.32999999996
341,West Bengal,Paschim Medinipur,Rural,1364335.0,712182.8700000001,180092.22,571656.365,Urban,201048.0,65943.74399999999,16686.984,155209.056
342,West Bengal,Purba Medinipur,Rural,1193006.0,584572.94,215934.086,1021213.1359999999,Urban,170707.0,59406.03599999999,17241.407,141345.39599999998
343,Jharkhand,Garhwa,Rural,272872.0,170272.128,12552.111999999997,13370.728,Urban,19180.0,8535.1,1304.24,8880.34
344,Jharkhand,Chatra,Rural,200974.0,115560.05,9043.83,13264.284,Urban,14528.0,6740.992,595.6479999999999,9544.896
345,Jharkhand,Kodarma,Rural,116714.00000000001,61041.422,4901.988,8870.264000000001,Urban,34771.0,15542.637,1877.634,17489.813
346,Jharkhand,Giridih,Rural,452564.00000000006,242574.30400000003,14029.484000000002,26248.712,Urban,46886.0,17347.82,1594.124,28741.118
347,Jharkhand,Deoghar,Rural,257373.0,155968.038,13126.023,14155.515,Urban,64337.0,24062.038,2702.154,43942.171
348,Jharkhand,Godda,Rural,276454.0,173336.658,25433.767999999996,21839.866,Urban,15576.0,5731.967999999999,654.192,10108.824
349,Jharkhand,Sahibganj,Rural,223450.0,145465.94999999998,16311.85,20557.399999999998,Urban,37543.0,17457.495,2928.354,20385.849
350,Jharkhand,Pakur,Rural,200588.0,120152.212,14241.748,14642.924,Urban,16587.0,7746.129000000001,945.4590000000001,7712.955
351,Jharkhand,Dhanbad,Rural,258764.0,135074.808,12161.908,31569.207999999995,Urban,405455.0,180427.475,15812.745,240434.815
352,Jharkhand,Bokaro,Rural,250312.0,125906.93599999999,10262.792,16520.591999999997,Urban,258452.0,94851.884,8270.464,162049.404
353,Jharkhand,Lohardaga,Rural,96759.0,60474.375,2709.252,7063.407,Urban,14725.0,5330.450000000001,647.9000000000001,10381.125
354,Jharkhand,Purbi Singhbhum,Rural,262537.0,133893.87,15227.145999999999,35705.032,Urban,342126.0,88268.508,7868.898,276095.68200000003
355,Jharkhand,Palamu,Rural,355529.0,223272.212,22398.326999999997,26309.146,Urban,52375.0,21002.375,2828.25,30534.625
356,Jharkhand,Latehar,Rural,146377.0,84898.66,3220.2940000000003,10539.144,Urban,14137.0,5739.622,706.85,7888.446
357,Jharkhand,Hazaribagh,Rural,312983.0,151796.755,10328.438999999998,29107.419,Urban,68765.0,22761.215,2062.95,50542.275
358,Jharkhand,Ramgarh,Rural,134067.0,67167.56700000001,5094.546,14747.37,Urban,118558.0,47186.083999999995,4268.088,71134.79999999999
359,Jharkhand,Dumka,Rural,303697.0,194062.38299999997,18221.82,18829.214,Urban,23281.0,7799.135,1164.05,14946.402
360,Jharkhand,Jamtara,Rural,165555.0,103637.43,8112.195000000001,7284.42,Urban,20113.0,6737.855,663.7289999999999,12087.913
361,Jharkhand,Ranchi,Rural,420739.99999999994,231406.99999999997,12622.199999999999,55537.67999999999,Urban,310242.0,98656.956,12719.921999999999,245401.422
362,Jharkhand,Khunti,Rural,,,,,Urban,,,,
363,Jharkhand,Gumla,Rural,216629.0,137126.15699999998,6282.241,13864.256000000001,Urban,16445.0,6314.879999999999,822.25,11264.824999999999
364,Jharkhand,Simdega,Rural,144169.0,85924.724,4180.901,7064.281000000001,Urban,11114.0,4445.6,444.56,5934.876
365,Jharkhand,Pashchimi Singhbhum,Rural,336928.0,171496.352,13477.12,12466.336000000001,Urban,63396.0,23773.5,2852.82,37340.244
366,Jharkhand,Saraikela-Kharsawan,Rural,217248.0,116227.68000000001,7820.928,13903.872000000001,Urban,68439.0,25048.674,2326.926,44143.155
367,Odisha,Bargarh,Rural,411566.0,275337.65400000004,34983.11,50622.618,Urban,47395.0,22133.465,2227.565,25688.09
368,Odisha,Jharsuguda,Rural,103224.0,73805.16,6090.216,9703.056,Urban,73962.0,33652.71,4141.871999999999,39643.632
369,Odisha,Sambalpur,Rural,220696.99999999997,153825.80899999998,17214.365999999998,18979.942,Urban,94798.0,39056.776000000005,4929.496,56404.81
370,Odisha,Debagarh,Rural,91408.0,68556.0,12248.672,5393.072,Urban,7350.0,4579.05,404.25,3770.5499999999997
371,Odisha,Sundargarh,Rural,387911.0,294424.449,22498.838,32584.524,Urban,230151.00000000003,107940.819,10126.644000000002,150748.90500000003
372,Odisha,Kendujhar,Rural,490634.0,343443.8,42194.524,45628.96200000001,Urban,83664.0,40828.032,6442.128,42501.312
373,Odisha,Mayurbhanj,Rural,689110.0,499604.75,59263.46,103366.5,Urban,64479.0,28241.801999999996,5222.798999999999,41266.56
374,Odisha,Baleshwar,Rural,601154.0,373316.634,69733.864,136461.95799999998,Urban,82440.0,34789.68,5935.68,56059.2
375,Odisha,Bhadrak,Rural,373862.0,240393.26599999997,33273.718,59817.92,Urban,54244.00000000001,28586.588000000003,4014.0560000000005,28098.392
376,Odisha,Kendrapara,Rural,414749.0,236406.93,31106.175,65530.342,Urban,23494.0,10478.324,2067.472,13579.532
377,Odisha,Jagatsinghapur,Rural,309685.0,177449.50499999998,21987.635,68440.38500000001,Urban,43047.0,24622.884000000002,1592.7390000000003,19285.056
378,Odisha,Cuttack,Rural,579529.0,318740.95,58532.429,129814.49599999998,Urban,210767.99999999997,77141.088,13489.152,164399.03999999998
379,Odisha,Jajapur,Rural,495610.99999999994,286463.158,72359.20599999999,98626.58899999999,Urban,45528.0,19531.512,3186.96,27863.136
380,Odisha,Dhenkanal,Rural,315390.0,206580.45,36269.85,44785.38,Urban,36979.0,15457.222,2810.404,22113.442
381,Odisha,Anugul,Rural,340410.0,219224.04,40849.2,56848.469999999994,Urban,74177.0,28780.675999999996,4895.682,47473.28
382,Odisha,Nayagarh,Rural,261646.0,168238.378,31920.811999999998,41601.714,Urban,26688.0,12943.68,2028.2879999999998,14891.903999999999
383,Odisha,Khordha,Rural,331834.0,207064.416,28205.89,60725.622,Urban,356895.0,130623.56999999999,18201.644999999997,273381.56999999995
384,Odisha,Puri,Rural,402014.0,257690.97399999996,45025.568,62714.183999999994,Urban,72210.0,33505.44,4188.18,52929.93
385,Odisha,Ganjam,Rural,795476.0,490013.216,75570.22,151935.91600000003,Urban,219917.99999999997,87747.28199999999,11435.735999999999,143606.45399999997
386,Odisha,Gajapati,Rural,152095.0,101903.65000000001,8973.605000000001,19316.065,Urban,23050.0,9381.35,1152.5,13069.35
387,Odisha,Kandhamal,Rural,218446.0,150290.848,14417.436,13762.098,Urban,24489.0,11387.385,1567.296,13836.285
388,Odisha,Baudh,Rural,131377.0,98664.127,6174.719,11823.93,Urban,6577.0,3689.6969999999997,355.158,3374.0009999999997
389,Odisha,Subarnapur,Rural,176927.0,130925.98,12738.744,13977.233,Urban,16575.0,10177.05,961.35,6464.25
