,State Name,District,Rural/Urban_rur,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Rural/Urban_urb,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
390,Odisha,Balangir,Rural,476770.0,327064.22,33373.9,48153.77,Urban,62191.99999999999,29168.048,4229.056,36133.551999999996
391,Odisha,Nuapada,Rural,197258.0,143801.082,9468.384,25051.765999999996,Urban,11869.0,6254.963000000001,771.485,5744.596
392,Odisha,Kalahandi,Rural,456335.99999999994,320804.208,42895.583999999995,37419.551999999996,Urban,38412.0,18360.935999999998,2650.4280000000003,22586.255999999998
393,Odisha,Rayagada,Rural,237342.99999999997,165428.071,13528.551,15664.637999999997,Urban,49205.0,17615.39,2115.815,29769.025
394,Odisha,Nabarangapur,Rural,342840.0,237588.12,15084.960000000001,19884.72,Urban,29424.0,15123.936,1441.776,15712.416
395,Odisha,Koraput,Rural,381789.0,250835.373,20234.817,31306.697999999997,Urban,78339.0,30473.871,4386.9839999999995,50842.011000000006
396,Odisha,Malkangiri,Rural,167884.0,112985.93199999999,12423.416,10073.039999999999,Urban,15838.999999999998,7238.423,1330.4759999999999,7555.2029999999995
397,Chhattisgarh,Koriya,Rural,121852.0,61535.26,2680.744,10357.42,Urban,59763.0,22411.125,776.919,35439.458999999995
398,Chhattisgarh,Surguja,Rural,,,,,Urban,65166.99999999999,19159.097999999998,1042.672,39947.371
399,Chhattisgarh,Jashpur,Rural,,,,,Urban,20722.0,7832.915999999999,248.664,8744.684000000001
400,Chhattisgarh,Raigarh,Rural,354278.0,203355.57200000001,17005.344,46056.14,Urban,66638.0,25189.163999999997,1999.1399999999999,38183.574
401,Chhattisgarh,Korba,Rural,206598.0,112389.31199999999,6611.136,24585.162,Urban,126055.0,37438.335,2016.88,73868.23
402,Chhattisgarh,Janjgir - Champa,Rural,379583.0,223953.97,21256.647999999997,41754.13,Urban,61190.0,26801.219999999998,2325.22,27168.359999999997
403,Chhattisgarh,Bilaspur,Rural,549632.0,324832.512,28580.863999999998,91238.912,Urban,188174.0,67930.814,5833.394,123630.318
404,Chhattisgarh,Kabeerdham,Rural,187311.0,114072.39899999999,11613.282,16857.989999999998,Urban,23868.0,8759.556,1217.268,11814.66
405,Chhattisgarh,Rajnandgaon,Rural,313604.0,149589.108,10662.536,58016.74,Urban,76528.0,25101.183999999997,1913.1999999999998,40712.896
406,Chhattisgarh,Durg,Rural,533448.0,279526.752,26672.399999999998,74682.72,Urban,349741.0,103523.336,7694.302000000001,218937.866
407,Chhattisgarh,Raipur,Rural,673499.0,383894.43,39736.441,86881.371,Urban,395001.0,118895.301,11455.029,256750.65000000002
408,Chhattisgarh,Mahasamund,Rural,274793.0,164875.8,12640.478,41768.53599999999,Urban,35774.0,14738.888,1466.734,17922.774
409,Chhattisgarh,Dhamtari,Rural,168689.0,92947.63900000001,7084.938000000001,40822.738000000005,Urban,41792.0,16382.464000000002,1462.72,22400.512000000002
410,Chhattisgarh,Uttar Bastar Kanker,Rural,169191.0,78673.815,5075.7300000000005,25040.268000000004,Urban,24878.0,9403.884,796.096,15150.702
411,Chhattisgarh,Bastar,Rural,316425.0,165173.85,10758.449999999999,43983.075000000004,Urban,54894.00000000001,19432.476000000002,1591.9260000000002,33485.340000000004
412,Chhattisgarh,Narayanpur,Rural,26916.000000000004,15503.616000000002,1184.3040000000003,1103.556,Urban,6179.0,3416.9869999999996,135.93800000000002,2731.118
413,Chhattisgarh,Dakshin Bastar Dantewada,Rural,106545.0,53379.045000000006,3409.4400000000005,7671.240000000001,Urban,31304.000000000004,11050.312,907.816,15589.392
414,Chhattisgarh,Bijapur,Rural,50449.0,28503.685,2118.858,1362.123,Urban,7942.0,4860.504,246.202,2231.702
415,Madhya Pradesh,Sheopur,Rural,150146.0,90688.184,7957.738,8708.468,Urban,26376.0,10708.656,844.032,15087.072
416,Madhya Pradesh,Morena,Rural,319298.0,170824.43,16603.496,21392.966,Urban,95288.0,34017.816000000006,2001.048,70322.544
417,Madhya Pradesh,Bhind,Rural,271211.0,139944.87600000002,12475.706,25222.623000000003,Urban,88385.0,35972.69500000001,2209.625,59483.104999999996
418,Madhya Pradesh,Gwalior,Rural,172720.0,83078.32,7772.400000000001,29880.56,Urban,272172.0,73214.268,5443.44,236789.63999999998
419,Madhya Pradesh,Datia,Rural,160453.0,74931.551,4332.231,18131.189000000002,Urban,43401.0,15103.547999999999,1302.03,27386.031
420,Madhya Pradesh,Shivpuri,Rural,367859.0,199747.437,15450.078000000001,20600.104,Urban,66759.0,21029.085000000003,1869.252,43860.663
421,Madhya Pradesh,Tikamgarh,Rural,322772.0,144279.084,9360.387999999999,12588.107999999998,Urban,60220.00000000001,19812.38,1625.9400000000003,27219.440000000002
422,Madhya Pradesh,Chhatarpur,Rural,375869.0,169892.788,9772.594000000001,19545.188000000002,Urban,95048.0,27658.968,1520.768,55032.792
423,Madhya Pradesh,Panna,Rural,256744.0,121953.40000000001,7702.32,12837.2,Urban,32179.000000000004,11584.44,740.117,17312.302
424,Madhya Pradesh,Sagar,Rural,448408.0,231378.528,21075.176,50221.695999999996,Urban,165507.0,53127.747,4137.675,107083.029
425,Madhya Pradesh,Damoh,Rural,303387.0,164132.367,15169.349999999999,17899.833,Urban,66514.0,22681.274,1928.906,37380.868
426,Madhya Pradesh,Satna,Rural,461831.00000000006,181037.75200000004,10160.282000000001,105297.46800000001,Urban,114173.0,26716.482,2625.979,69074.66500000001
427,Madhya Pradesh,Rewa,Rural,523910.00000000006,181796.77000000002,11002.11,93255.98000000001,Urban,94489.0,20598.602,2267.736,56220.955
428,Madhya Pradesh,Umaria,Rural,138100.0,65183.200000000004,5800.2,8009.8,Urban,29966.000000000004,8480.378,629.2860000000001,16541.232000000004
429,Madhya Pradesh,Neemuch,Rural,174235.0,80670.805,4878.579999999999,22999.019999999997,Urban,67962.0,18757.512000000002,951.468,43223.832
430,Madhya Pradesh,Mandsaur,Rural,302287.0,150236.639,6952.601,40204.171,Urban,81832.0,24140.440000000002,1391.144,55809.424000000006
431,Madhya Pradesh,Ratlam,Rural,266716.0,153895.132,9335.06,35739.943999999996,Urban,107151.0,29466.525,1500.1139999999998,88721.02799999999
432,Madhya Pradesh,Ujjain,Rural,300765.0,165119.98500000002,11429.07,53836.935,Urban,188684.0,56793.884,3584.9959999999996,157739.824
433,Madhya Pradesh,Shajapur,Rural,312611.0,177250.437,13754.884000000002,41889.874,Urban,73997.0,23753.037,1775.928,49355.999
434,Madhya Pradesh,Dewas,Rural,274995.0,134747.55,17049.69,59673.91499999999,Urban,101014.0,30809.27,2626.364,78083.822
435,Madhya Pradesh,Dhar,Rural,412347.99999999994,232976.61999999997,19380.356,79170.81599999999,Urban,103364.00000000001,31732.748000000003,3100.92,78970.09600000002
436,Madhya Pradesh,Indore,Rural,200371.0,82953.594,9217.065999999999,83153.965,Urban,587947.0,136991.651,15874.569000000001,530916.1410000001
437,Madhya Pradesh,Khargone (West Nimar),Rural,383543.0,218235.96699999998,24163.209,49860.59,Urban,76620.0,22602.9,2451.84,56545.56
438,Madhya Pradesh,Barwani,Rural,250358.0,150715.516,13018.616,25786.874,Urban,48912.0,18293.088,2005.3919999999998,32330.832
439,Madhya Pradesh,Rajgarh,Rural,331894.0,200463.976,21573.11,25887.732,Urban,69823.0,24926.811,2234.3360000000002,42592.03
440,Madhya Pradesh,Vidisha,Rural,292579.0,132245.708,8777.369999999999,33646.585,Urban,83830.0,25651.98,1760.43,59938.45
441,Madhya Pradesh,Bhopal,Rural,118893.0,55404.138000000006,5112.399,25561.995000000003,Urban,581826.0,175129.62600000002,15127.476,488152.014
442,Madhya Pradesh,Sehore,Rural,270427.0,117906.172,17848.182,58682.659,Urban,59220.00000000001,18535.86,1480.5,46843.02
443,Madhya Pradesh,Raisen,Rural,251271.99999999997,116590.20799999998,18091.584,46485.32,Urban,74441.0,27096.523999999998,2977.64,53597.52
444,Madhya Pradesh,Betul,Rural,318945.0,145438.91999999998,15309.359999999999,41143.905,Urban,87704.0,26574.311999999998,2631.12,62796.06399999999
445,Madhya Pradesh,Harda,Rural,112714.00000000001,47565.308000000005,8678.978000000001,43169.462,Urban,31845.0,8438.925,1401.18,25253.085
446,Madhya Pradesh,Hoshangabad,Rural,209650.0,92036.34999999999,21384.3,70861.7,Urban,105746.0,30349.102,3595.364,85231.276
447,Madhya Pradesh,Katni,Rural,276151.0,128410.21500000001,12150.644000000002,23748.986,Urban,72880.0,20843.68,1749.12,47955.03999999999
448,Madhya Pradesh,Jabalpur,Rural,272284.0,125795.20800000001,15520.188000000002,72972.11200000001,Urban,352477.0,103628.238,10221.833,282686.554
449,Madhya Pradesh,Narsimhapur,Rural,230659.0,112792.251,22604.582000000002,63431.225000000006,Urban,53059.0,17880.883,3130.481,38096.362
450,Madhya Pradesh,Dindori,Rural,218021.0,111626.75200000001,5886.567000000001,8066.777000000001,Urban,9774.0,3684.7980000000002,537.5699999999999,5405.021999999999
451,Madhya Pradesh,Mandla,Rural,279674.0,120819.168,12025.981999999998,18738.158,Urban,37258.0,10655.788,1490.32,24254.957999999995
452,Madhya Pradesh,Chhindwara,Rural,413142.0,207810.42599999998,21070.242,50816.466,Urban,140802.0,47168.67,5209.674,93351.726
453,Madhya Pradesh,Seoni,Rural,335045.0,151105.29499999998,16417.205,50926.84,Urban,47542.0,13169.134,1663.97,35133.538
454,Madhya Pradesh,Balaghat,Rural,400074.0,153228.34199999998,21603.996,46808.657999999996,Urban,70793.0,20813.141999999996,2406.962,44670.382999999994
455,Madhya Pradesh,Guna,Rural,212765.0,104680.38,6170.185,15744.61,Urban,72320.0,24299.520000000004,2386.56,43102.72
456,Madhya Pradesh,Ashoknagar,Rural,169606.0,74626.64,4579.362,11872.42,Urban,37135.0,14037.03,631.2950000000001,20907.005
457,Madhya Pradesh,Shahdol,Rural,233594.0,103248.54800000001,6774.226,17753.144,Urban,57846.0,16891.032,1561.842,36847.902
458,Madhya Pradesh,Anuppur,Rural,,,,,Urban,,,,
459,Madhya Pradesh,Sidhi,Rural,250953.00000000003,95864.04600000002,4768.107,10289.073,Urban,25916.000000000004,6945.488000000001,388.74,12698.840000000002
460,Madhya Pradesh,Singrauli,Rural,228732.00000000003,101557.008,4345.908,5032.104000000001,Urban,58592.99999999999,15878.703,1523.418,30526.952999999998
461,Madhya Pradesh,Jhabua,Rural,211080.00000000003,132136.08000000002,10765.08,12242.640000000001,Urban,24713.0,6301.815,444.834,18979.584
462,Madhya Pradesh,Alirajpur,Rural,135866.0,84372.78600000001,5434.64,6793.3,Urban,14662.0,4369.276,381.21200000000005,11040.486
463,Madhya Pradesh,Khandwa (East Nimar),Rural,265663.0,139207.412,21253.04,46225.362,Urban,63425.0,19725.175,2790.7000000000003,43953.525
464,Madhya Pradesh,Burhanpur,Rural,115979.0,56133.835999999996,7422.656,21456.114999999998,Urban,62861.0,26213.037000000004,2451.579,43122.646
465,Gujarat,Kachchh,Rural,488293.0,124026.422,5371.223000000001,240240.15600000002,Urban,250982.00000000003,53710.148,2509.82,220613.178
466,Gujarat,Banas Kantha,Rural,666773.0,258707.92399999997,26670.92,114018.183,Urban,137424.0,32706.912,2061.36,107190.72
467,Gujarat,Patan,Rural,301483.0,112453.15899999999,11456.354,108232.397,Urban,102655.0,26177.024999999998,1539.8249999999998,84587.72
468,Gujarat,Mahesana,Rural,476005.0,156129.63999999998,12376.130000000001,211346.22,Urban,183738.0,40054.884000000005,2388.594,156177.30000000002
469,Gujarat,Sabar Kantha,Rural,544024.0,223593.864,11424.504,169191.464,Urban,121508.99999999999,32928.939,1944.144,93197.40299999999
470,Gujarat,Gandhinagar,Rural,237623.99999999997,86970.38399999999,5465.351999999999,101703.07199999999,Urban,195634.0,47734.695999999996,2543.242,158072.272
471,Gujarat,Ahmadabad,Rural,353169.0,143033.445,7063.38,116192.601,Urban,1845383.0000000002,441046.537,11072.298,1699597.743
472,Gujarat,Surendranagar,Rural,340788.0,124046.832,7838.124,70883.90400000001,Urban,159810.0,38034.78,2237.3399999999997,111867.0
473,Gujarat,Rajkot,Rural,459474.0,130490.616,6892.11,202168.56,Urban,721532.0,158015.50799999997,7936.852000000001,624125.1799999999
474,Gujarat,Jamnagar,Rural,347158.0,104494.558,5554.528,120810.98399999998,Urban,299167.0,68808.41,2991.67,250701.946
475,Gujarat,Porbandar,Rural,96015.0,29188.559999999998,2208.345,37541.865,Urban,87557.0,21539.022,1138.2410000000002,67769.118
476,Gujarat,Junagadh,Rural,489237.0,159980.499,8317.029,225049.02,Urban,287506.0,68713.934,4025.084,246392.642
477,Gujarat,Amreli,Rural,313714.0,90663.34599999999,5333.138,163444.994,Urban,116899.0,28874.053,1168.99,91648.816
478,Gujarat,Bhavnagar,Rural,387251.0,128567.33200000002,5808.765,124307.57100000001,Urban,356826.0,91704.282,3925.0860000000007,291170.016
479,Gujarat,Anand,Rural,413078.0,170601.21399999998,8674.637999999999,170601.21399999998,Urban,208909.0,54525.249,2715.8170000000005,173394.47
480,Gujarat,Kheda,Rural,461479.0,194744.138,11536.975,117215.666,Urban,160547.0,40136.75,2408.205,126029.395
481,Gujarat,Panch Mahals,Rural,463363.0,233534.952,12047.438,78771.71,Urban,104238.00000000001,25434.072,1146.6180000000002,87664.15800000001
482,Gujarat,Dohad,Rural,323697.0,192599.715,6797.637,19745.516999999996,Urban,52807.00000000001,12462.452000000001,580.8770000000001,37915.426
483,Gujarat,Vadodara,Rural,547454.0,251828.84,10949.08,156024.38999999998,Urban,692971.0,137901.229,5543.768,636840.349
484,Gujarat,Narmada,Rural,138121.0,60635.119,1795.573,22099.36,Urban,22248.0,7497.576,422.712,16619.256
485,Gujarat,Bharuch,Rural,300677.0,114858.614,4510.155,137710.066,Urban,181319.0,36626.438,1087.914,162099.18600000002
486,Gujarat,The Dangs,Rural,52102.0,18913.025999999998,573.1220000000001,13181.806,Urban,7516.0,2014.288,52.611999999999995,4344.248
487,Gujarat,Navsari,Rural,267739.0,92369.955,3748.3459999999995,119143.855,Urban,141417.0,28283.4,1272.7530000000002,121194.369
488,Gujarat,Valsad,Rural,262410.0,104176.77,3411.33,72425.16,Urban,235981.0,58051.326,2123.829,179345.56
489,Gujarat,Surat,Rural,369840.0,114280.56,4438.08,184550.16,Urban,1529998.0,302939.604,7649.99,1435138.1239999998
490,Gujarat,Tapi,Rural,192272.0,69794.73599999999,1922.72,44222.56,Urban,26217.0,7812.666000000001,209.73600000000002,20318.175000000003
491,Daman & Diu,Diu,Rural,9788.0,1243.0759999999998,29.363999999999997,4238.204,Urban,9062.0,969.634,18.124000000000002,6769.314
492,Daman & Diu,Daman,Rural,10006.0,2641.584,90.054,5733.438,Urban,61073.0,22658.083000000002,366.438,53011.364
493,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Rural,48221.0,21940.555,385.76800000000003,12778.564999999999,Urban,60562.0,12596.896,121.12400000000001,49236.905999999995
494,Maharashtra,Nandurbar,Rural,333440.0,163052.16,13004.16,74357.12000000001,Urban,71572.0,20899.024,2361.8759999999997,45448.22
495,Maharashtra,Dhule,Rural,382777.0,143158.598,13014.418,71579.299,Urban,146013.0,33144.951,2336.208,95346.489
496,Maharashtra,Jalgaon,Rural,796223.0,309730.747,43792.265,179946.39800000002,Urban,373565.0,101236.115,6350.605,242443.68500000003
497,Maharashtra,Buldana,Rural,575405.0,269864.945,38552.135,167442.855,Urban,152787.0,52558.727999999996,5347.545,93047.283
498,Maharashtra,Akola,Rural,308158.0,146375.05,21879.217999999997,95220.822,Urban,196077.0,66274.026,7254.849,141763.671
499,Maharashtra,Washim,Rural,274925.0,127290.275,18419.975000000002,75604.375,Urban,55921.0,19963.797000000002,1453.9460000000001,37634.833
500,Maharashtra,Amravati,Rural,508921.0,226978.766,33588.786,209166.53100000002,Urban,272894.0,85415.822,7913.9259999999995,214494.68399999998
501,Maharashtra,Wardha,Rural,268486.0,117328.38200000001,25506.170000000002,126725.392,Urban,120218.0,28852.32,4448.066000000001,94250.91200000001
502,Maharashtra,Nagpur,Rural,430843.99999999994,168029.15999999997,35760.052,198619.08399999997,Urban,877521.9999999999,207972.71399999998,24570.615999999998,789769.7999999999
503,Maharashtra,Bhandara,Rural,283843.0,123755.548,22991.283,158384.39399999997,Urban,72575.0,18143.75,2467.5499999999997,61180.725
504,Maharashtra,Gondiya,Rural,319702.0,128839.90599999999,16624.504,151858.45,Urban,66813.0,18039.51,2204.8289999999997,51646.449
505,Maharashtra,Gadchiroli,Rural,293586.0,125067.63600000001,25541.982,65176.092000000004,Urban,37254.0,10058.58,1490.16,24550.386000000002
506,Maharashtra,Chandrapur,Rural,451324.0,186396.81199999998,50548.28799999999,131335.284,Urban,233331.0,58799.412,7933.254,167298.327
507,Maharashtra,Yavatmal,Rural,629243.0,295114.967,50968.683,137174.97400000002,Urban,168889.0,49484.477000000006,6586.671,115182.29800000001
508,Maharashtra,Nanded,Rural,591119.0,302652.928,46107.282,113494.84799999998,Urban,230563.0,80697.05,9222.52,168772.116
509,Maharashtra,Hingoli,Rural,242456.0,113226.952,14547.36,65220.664,Urban,41913.0,16220.331,1299.303,27536.841
510,Maharashtra,Parbhani,Rural,293480.0,138816.04,24358.840000000004,39032.840000000004,Urban,133759.0,47885.721999999994,5885.396,89484.77100000001
511,Maharashtra,Jalna,Rural,404746.0,165945.86000000002,27927.474000000002,118185.832,Urban,98084.0,35800.66,3040.6040000000003,68854.96800000001
512,Maharashtra,Aurangabad,Rural,551789.0,219060.23300000004,44143.12,109254.22200000001,Urban,427343.0,96579.51800000001,5982.802,373497.78200000006
513,Maharashtra,Nashik,Rural,904661.0,312108.04500000004,50661.016,265065.673,Urban,764271.0,185717.853,19106.775,528111.2609999999
514,Maharashtra,Thane,Rural,713994.0,262749.79199999996,41411.651999999995,283455.618,Urban,2904157.0,630202.069,31945.727000000003,2163596.965
515,Maharashtra,Mumbai Suburban,,,,,,Urban,3078829.0,834362.6590000001,43103.606,1684119.4630000002
516,Maharashtra,Mumbai,,,,,,Urban,1107321.0,290118.10199999996,16609.815,741905.07
517,Maharashtra,Raigarh,Rural,581868.0,164668.644,20947.248000000003,296170.81200000003,Urban,377160.0,66757.31999999999,4148.76,305499.6
518,Maharashtra,Pune,Rural,1165718.0,278606.602,57120.18200000001,720413.7239999999,Urban,2056739.0,429858.45099999994,26737.607,1655674.895
519,Maharashtra,Ahmadnagar,Rural,1041393.0,318666.25800000003,77063.08200000001,407184.663,Urban,282011.0,65144.541000000005,7050.275000000001,207560.096
520,Maharashtra,Bid,Rural,563114.0,230876.74000000002,45049.12,86719.55600000001,Urban,135457.0,41720.756,3928.2529999999997,93600.78699999998
521,Maharashtra,Latur,Rural,428616.0,171875.016,24431.112,106296.768,Urban,157016.0,48046.89600000001,4082.416,122315.46400000002
522,Maharashtra,Osmanabad,Rural,367158.0,140254.356,22763.796,81509.076,Urban,77832.0,24594.912000000004,2179.296,44986.896
523,Maharashtra,Solapur,Rural,779929.0,230858.984,60834.462,250357.209,Urban,376302.0,115901.016,7149.737999999999,229167.918
524,Maharashtra,Satara,Rural,774522.0,215317.116,41049.666,542939.922,Urban,200949.0,41596.443,5425.6230000000005,151515.546
525,Maharashtra,Ratnagiri,Rural,538538.0,154560.406,22080.057999999997,361897.536,Urban,100824.0,16736.784000000003,1915.656,82675.68000000001
526,Maharashtra,Sindhudurg,Rural,295847.0,81653.772,13608.961999999998,220110.168,Urban,44989.0,10707.382,1349.67,39050.452
527,Maharashtra,Kolhapur,Rural,796496.0,193548.52800000002,15929.92,592593.0240000001,Urban,382818.0,84985.59599999999,4593.816,285965.046
528,Maharashtra,Sangli,Rural,626872.0,171762.92799999999,31970.471999999998,379257.56,Urban,226801.00000000003,57380.653000000006,5443.224,175997.576
529,Telangana,Adilabad,Rural,597466.0,213295.36200000002,38835.29,82450.308,Urban,220248.0,51758.28,6166.9439999999995,155715.336
530,Telangana,Nizamabad,Rural,565165.0,179722.47,24302.094999999998,166158.50999999998,Urban,155133.0,39403.782,3412.926,132638.715
531,Telangana,Karimnagar,Rural,877236.0,284224.464,44739.036,300014.71200000006,Urban,288044.0,60489.24,5184.792,243109.13600000003
532,Telangana,Medak,Rural,593653.0,205403.938,26120.732,188781.654,Urban,195479.0,37922.926,2345.748,165375.234
533,Telangana,Hyderabad,,,,,,Urban,1066289.0,203661.199,9596.601,1050294.665
534,Telangana,Rangareddy,Rural,432097.99999999994,110184.98999999999,9506.155999999999,187962.62999999998,Urban,1129224.0,182934.288,7904.567999999999,1084055.04
535,Telangana,Mahbubnagar,Rural,848962.9999999999,261480.604,52635.706,151964.37699999998,Urban,161052.0,30599.88,2737.884,125781.612
536,Telangana,Nalgonda,Rural,833504.0000000001,285058.3680000001,49176.73600000001,265887.776,Urban,197433.0,47976.219,3356.361,160315.596
537,Telangana,Warangal,Rural,758738.0,294390.344,64492.73,225345.186,Urban,288249.0,68315.01299999999,8359.221,237517.176
538,Telangana,Khammam,Rural,669262.0,226879.818,34801.624,250303.98799999998,Urban,201363.0,45508.03800000001,4429.986000000001,171964.002
539,Andhra Pradesh,Srikakulam,Rural,752752.0,241633.39200000002,26346.32,96352.25600000001,Urban,149684.0,32032.375999999997,2544.6279999999997,98641.75600000001
540,Andhra Pradesh,Vizianagaram,Rural,592458.0,183069.522,19551.113999999998,63393.005999999994,Urban,157056.0,31411.199999999997,2984.064,104285.18400000001
541,Andhra Pradesh,Visakhapatnam,Rural,718847.0,213497.559,23003.104000000003,153833.258,Urban,660493.0,112283.81,7265.423000000001,551511.655
542,Andhra Pradesh,East Godavari,Rural,1199479.0,364641.61600000004,46779.681000000004,563755.13,Urban,406362.0,84929.658,6908.1539999999995,354754.02599999995
543,Andhra Pradesh,West Godavari,Rural,1007254.9999999999,302176.5,48348.24,593273.195,Urban,248373.0,52406.703,5464.206,220306.851
544,Andhra Pradesh,Krishna,Rural,909292.0,280061.936,40008.848000000005,511022.10400000005,Urban,567042.0,113975.44200000001,9639.714,527349.06
545,Andhra Pradesh,Guntur,Rural,1069877.0,331661.87,44934.834,497492.805,Urban,513113.0,112371.74699999999,9749.146999999999,442816.519
546,Andhra Pradesh,Prakasam,Rural,873486.0,260298.82800000004,36686.412000000004,244576.08000000002,Urban,214089.0,45386.867999999995,4281.78,165704.886
547,Andhra Pradesh,Sri Potti Sriramulu Nellore,Rural,689137.0,192269.223,29632.891,175729.935,Urban,264376.0,43886.416000000005,5023.144,208328.288
548,Andhra Pradesh,Y.S.R.,Rural,590589.0,129338.991,15355.314000000002,167727.276,Urban,293504.0,54591.744000000006,3228.5440000000003,232161.664
549,Andhra Pradesh,Kurnool,Rural,783853.0,211640.31,25867.148999999998,216343.428,Urban,306982.0,64466.22,4297.748,223175.91400000002
550,Andhra Pradesh,Anantapur,Rural,902996.9999999999,195950.349,26186.912999999997,198659.34,Urban,341431.0,71359.079,4438.603,260170.422
551,Andhra Pradesh,Chittoor,Rural,,,,,Urban,395900.0,58197.299999999996,4750.8,322658.5
552,Karnataka,Belgaum,Rural,962777.0,370669.145,45250.519,178113.745,Urban,356198.0,90830.49,6767.762,257887.352
553,Karnataka,Bagalkot,Rural,324799.0,139338.77099999998,16889.548,23385.528,Urban,165858.0,54567.28199999999,6136.746,70489.65
554,Karnataka,Bijapur,Rural,396449.0,165319.233,26958.532,19822.449999999997,Urban,131041.00000000001,36298.357,3800.1890000000003,77969.395
555,Karnataka,Bidar,Rural,287134.0,162804.978,14356.7,25267.792000000005,Urban,102269.0,30680.7,3068.07,69645.189
556,Karnataka,Raichur,Rural,330446.0,142752.67200000002,23461.665999999997,33044.6,Urban,125402.0,38749.218,4514.472,63202.608
557,Karnataka,Koppal,Rural,272968.0,107549.39199999999,14194.336,32756.159999999996,Urban,64680.99999999999,17269.826999999997,2393.197,31305.603999999996
558,Karnataka,Gadag,Rural,180066.0,75267.588,9183.366,16566.072,Urban,111906.0,39950.442,3804.8039999999996,47336.238
559,Karnataka,Dharwad,Rural,199707.0,80681.628,7788.572999999999,46132.317,Urban,283397.0,82185.12999999999,5667.94,232385.53999999998
560,Karnataka,Uttara Kannada,Rural,334281.0,160789.161,21393.984,169146.18600000002,Urban,140511.0,52410.602999999996,4496.352,113251.86599999998
561,Karnataka,Haveri,Rural,315076.0,141469.124,15753.800000000001,88851.432,Urban,98488.0,29447.912,2856.152,68646.136
562,Karnataka,Bellary,Rural,371604.0,148269.99599999998,20066.616,44964.083999999995,Urban,251876.00000000003,72540.28800000002,7556.280000000001,159941.26
563,Karnataka,Chitradurga,Rural,349704.0,157366.8,20632.536,66793.464,Urban,97644.0,30953.148,1952.88,72158.91600000001
564,Karnataka,Davanagere,Rural,354680.0,163507.48,20571.44,105694.64000000001,Urban,176011.0,54035.37699999999,4928.307999999999,142392.899
565,Karnataka,Shimoga,Rural,352444.0,161419.35199999998,25728.412,217810.392,Urban,201662.0,64935.164000000004,6453.184,176857.574
566,Karnataka,Udupi,Rural,269817.0,93086.865,11332.314,225567.012,Urban,115572.0,28893.0,2427.012,110949.12
567,Karnataka,Chikmagalur,Rural,311660.0,141805.3,17141.3,168608.06,Urban,80766.0,24633.629999999997,2342.214,72204.804
568,Karnataka,Tumkur,Rural,685443.0,280346.187,39755.694,125436.069,Urban,204799.0,57138.920999999995,5119.975,168959.175
569,Karnataka,Bangalore,Rural,300576.0,86565.888,7514.400000000001,224830.848,Urban,2967384.0,590509.416,32641.224000000002,2872427.712
570,Karnataka,Mandya,Rural,458867.0,202819.214,20649.015,126188.425,Urban,103434.99999999999,31961.414999999997,3206.4849999999997,88850.665
571,Karnataka,Hassan,Rural,496103.0,241602.161,30758.386,132459.501,Urban,132878.0,39464.765999999996,3189.0719999999997,119457.322
572,Karnataka,Dakshina Kannada,Rural,332919.0,135830.952,12318.003,293301.63899999997,Urban,317373.0,83469.099,5077.968000000001,309756.048
573,Karnataka,Kodagu,Rural,181182.0,72472.8,8334.372,142771.416,Urban,31792.0,10618.528,1017.344,30838.24
574,Karnataka,Mysore,Rural,540596.0,259486.08000000002,28651.588,145960.92,Urban,380386.0,108410.01000000001,8368.492,358323.612
575,Karnataka,Chamarajanagar,Rural,262680.0,124773.00000000001,18387.600000000002,40452.72,Urban,57200.0,21392.8,2574.0,36779.6
576,Karnataka,Gulbarga,Rural,400704.0,173905.536,14826.048,18031.68,Urban,199303.0,57399.264,2989.545,135924.646
577,Karnataka,Yadgir,Rural,207787.0,106386.944,11428.285,8934.840999999999,Urban,55208.00000000001,18991.552,1601.0320000000002,22193.616
578,Karnataka,Kolar,Rural,326567.0,133565.903,16654.916999999998,83274.585,Urban,151042.0,47729.272000000004,2416.672,121135.68400000001
579,Karnataka,Chikkaballapura,Rural,315649.0,120893.56699999998,15466.801,72599.26999999999,Urban,94053.0,26240.786999999997,1504.848,79286.67899999999
580,Karnataka,Bangalore Rural,Rural,231052.0,84333.98,8548.924,174444.26,Urban,95410.0,27764.31,1621.97,87109.33
581,Karnataka,Ramanagara,Rural,266950.0,116123.25,18152.6,74746.0,Urban,84834.0,29013.228000000003,2714.688,75078.09
582,Goa,North Goa,Rural,115858.99999999999,26647.57,2085.462,79595.133,Urban,209230.00000000003,41009.08000000001,2301.53,178473.19
583,Goa,South Goa,Rural,88620.0,20737.079999999998,1772.4,65401.56,Urban,162873.0,39741.011999999995,2443.0950000000003,138767.796
584,Lakshadweep,LAKSHADWEEP,Rural,5289.0,2161.0854,92.0286,5186.3934,Urban,15953.0,2284.4696,76.5744,15587.6763
585,Kerala,Kasaragod,Rural,251641.0,80273.47899999999,19124.715999999997,223457.20799999998,Urban,166164.0,30740.34,4486.428000000001,160514.424
